sehir,semt,ev_tipi,oda_sayisi,net_metrekare,brut_metrekare,bina_yasi,bulundugu_kat,kat_sayisi,banyo_sayisi,balkon,isitma_tipi,otopark,site_ici,esyali_durum,fiyat_tl
Eskişehir,Kadıköy,Tripleks,1+1,204,250,6-10,6,11,3,Yok,Merkezi,Açık Otopark,Hayır,Eşyalı,1087821
İzmir,Silivri,Müstakil Ev,1+1,256,326,6-10,Bahçe Katı,1,2,Yok,Kombi,Kapalı Otopark,Hayır,Eşyalı,2126019
Şanlıurfa,Ataşehir,Müstakil Ev,3+1,209,267,6-10,Bahçe Katı,2,5,Var,Soba,Açık Otopark,Hayır,Eşyalı,636821
Diyarbakır,Fatih,Müstakil Ev,1+1,230,264,0-5,Bahçe Katı,3,1,Var,Soba,Açık Otopark,Hayır,Eşyalı,813629
Kayseri,Maltepe,Villa,2+1,255,280,21-25,Bahçe Katı,1,5,Var,Yerden Isıtma,Yok,Hayır,Yarı Eşyalı,667799
Denizli,Avcılar,Dubleks,2+1,315,352,30+,1,13,2,Var,Merkezi,Yok,Evet,Eşyasız,1450058
Adana,Küçükçekmece,Villa,4+1,472,608,21-25,Bahçe Katı,1,1,Yok,Soba,Yok,Evet,Yarı Eşyalı,4084546
Şanlıurfa,Küçükçekmece,Tripleks,5+1,201,245,16-20,10,18,1,Var,Soba,Kapalı Otopark,Hayır,Eşyasız,406974
Ankara,Kartal,Müstakil Ev,4+2,149,168,0-5,Bahçe Katı,3,3,Yok,Kombi,Var,Hayır,Eşyasız,1494507
Diyarbakır,Beşiktaş,Villa,1+1,386,453,21-25,Bahçe Katı,1,2,Var,Soba,Yok,Hayır,Yarı Eşyalı,2248271
Denizli,Çankaya,Villa,4+1,463,584,30+,Bahçe Katı,1,5,Var,Yerden Isıtma,Yok,Evet,Yarı Eşyalı,1765191
Gaziantep,Merkez,Tripleks,5+2,304,394,21-25,10,20,4,Var,Kombi,Yok,Hayır,Eşyasız,895645
Mersin,Küçükçekmece,Villa,1+1,387,472,26-30,Bahçe Katı,1,2,Yok,Klima,Yok,Evet,Yarı Eşyalı,2553035
Denizli,Kartal,Müstakil Ev,4+2,215,244,11-15,Bahçe Katı,1,3,Var,Klima,Yok,Evet,Eşyasız,1647834
Gaziantep,Çatalca,Rezidans,1+1,227,252,11-15,3,8,4,Yok,Klima,Açık Otopark,Hayır,Yarı Eşyalı,655788
Konya,Pendik,Müstakil Ev,5+2,168,192,16-20,Bahçe Katı,1,3,Yok,Kombi,Var,Hayır,Eşyasız,1087078
Kayseri,Büyükçekmece,Müstakil Ev,2+1,292,375,6-10,Bahçe Katı,2,1,Yok,Yerden Isıtma,Var,Evet,Eşyalı,1370093
Diyarbakır,Şişli,Villa,1+0,296,368,11-15,Bahçe Katı,3,1,Yok,Merkezi,Var,Evet,Yarı Eşyalı,2032329
Antalya,Üsküdar,Dubleks,3+1,184,222,26-30,9,12,5,Yok,Merkezi,Kapalı Otopark,Evet,Yarı Eşyalı,1855234
Denizli,Fatih,Rezidans,3+1,233,272,11-15,2,15,4,Yok,Kombi,Yok,Hayır,Yarı Eşyalı,990645
Gaziantep,Avcılar,Müstakil Ev,5+1,291,365,6-10,Bahçe Katı,3,3,Yok,Klima,Yok,Evet,Yarı Eşyalı,1841238
Mersin,Kartal,Müstakil Ev,4+1,267,295,21-25,Bahçe Katı,2,5,Var,Yerden Isıtma,Yok,Hayır,Yarı Eşyalı,1287977
Ankara,Pendik,Villa,1+0,365,418,6-10,Bahçe Katı,2,1,Yok,Soba,Yok,Evet,Yarı Eşyalı,5907512
Kayseri,Arnavutköy,Tripleks,3+1,233,256,11-15,11,11,3,Var,Yerden Isıtma,Var,Evet,Yarı Eşyalı,860746
İzmir,Fatih,Villa,4+1,419,506,11-15,Bahçe Katı,3,4,Var,Kombi,Açık Otopark,Hayır,Eşyalı,3779829
Ankara,Çatalca,Müstakil Ev,1+0,183,224,26-30,Bahçe Katı,1,3,Var,Doğalgaz,Kapalı Otopark,Evet,Yarı Eşyalı,2168508
Ankara,Küçükçekmece,Müstakil Ev,5+2,171,217,11-15,Bahçe Katı,1,4,Var,Kombi,Var,Evet,Eşyasız,2399910
Denizli,Beşiktaş,Müstakil Ev,5+1,196,235,16-20,Bahçe Katı,2,2,Yok,Merkezi,Kapalı Otopark,Hayır,Eşyasız,1275318
Samsun,Pendik,Dubleks,5+1,247,296,26-30,7,19,4,Var,Doğalgaz,Kapalı Otopark,Evet,Eşyalı,1410098
Şanlıurfa,Maltepe,Tripleks,5+2,202,241,0-5,5,2,2,Var,Kombi,Var,Hayır,Eşyasız,971035
Gaziantep,Maltepe,Rezidans,4+2,231,295,6-10,8,5,4,Yok,Yerden Isıtma,Açık Otopark,Hayır,Yarı Eşyalı,1067190
Samsun,Pendik,Rezidans,1+0,150,190,26-30,7,1,3,Yok,Merkezi,Var,Hayır,Yarı Eşyalı,323608
Kayseri,Bakırköy,Daire,1+0,58,72,30+,11,14,5,Yok,Klima,Açık Otopark,Evet,Eşyasız,229728
Diyarbakır,Bağcılar,Rezidans,5+1,129,146,26-30,11,20,2,Yok,Doğalgaz,Yok,Hayır,Eşyalı,256853
Samsun,Bakırköy,Villa,5+1,400,461,6-10,Bahçe Katı,3,1,Yok,Kombi,Açık Otopark,Evet,Eşyasız,3943084
Adana,Beylikdüzü,Villa,5+1,474,609,0-5,Bahçe Katı,1,3,Yok,Kombi,Kapalı Otopark,Evet,Eşyasız,6397702
Antalya,Büyükçekmece,Daire,1+1,76,89,16-20,6,9,3,Var,Merkezi,Yok,Evet,Yarı Eşyalı,940914
Ankara,Bağcılar,Dubleks,4+1,221,255,0-5,15,7,5,Var,Doğalgaz,Kapalı Otopark,Evet,Eşyalı,2471795
Samsun,Beyoğlu,Tripleks,4+1,185,228,30+,5,16,2,Yok,Kombi,Açık Otopark,Evet,Eşyalı,424288
Antalya,Bağcılar,Tripleks,4+1,288,354,30+,12,17,4,Var,Merkezi,Var,Hayır,Eşyasız,2879381
Eskişehir,Arnavutköy,Daire,5+1,212,266,26-30,13,9,5,Yok,Doğalgaz,Var,Evet,Eşyasız,786222
Gaziantep,Üsküdar,Müstakil Ev,5+1,165,200,16-20,Bahçe Katı,1,4,Var,Klima,Kapalı Otopark,Hayır,Yarı Eşyalı,1080380
Diyarbakır,Büyükçekmece,Villa,1+0,392,466,16-20,Bahçe Katı,1,4,Var,Kombi,Yok,Hayır,Yarı Eşyalı,1033612
Mersin,Kartal,Villa,1+1,365,425,0-5,Bahçe Katı,1,2,Yok,Merkezi,Yok,Hayır,Eşyalı,2017415
Mersin,Şişli,Tripleks,5+1,293,328,26-30,15,7,1,Yok,Merkezi,Var,Hayır,Eşyalı,1710071
Ankara,Kadıköy,Tripleks,4+2,204,229,11-15,15,15,1,Yok,Soba,Yok,Hayır,Eşyasız,3154983
Eskişehir,Avcılar,Daire,1+0,46,52,16-20,4,18,3,Yok,Soba,Var,Evet,Yarı Eşyalı,222861
Ankara,Şişli,Tripleks,1+1,196,227,30+,4,20,5,Yok,Soba,Açık Otopark,Evet,Eşyasız,1833136
Antalya,Fatih,Tripleks,1+0,321,397,26-30,7,4,5,Var,Klima,Yok,Evet,Eşyalı,2375828
Konya,Pendik,Rezidans,3+1,90,116,30+,6,17,5,Var,Yerden Isıtma,Var,Hayır,Eşyasız,192831
Samsun,Beşiktaş,Tripleks,1+1,251,295,26-30,14,16,1,Yok,Doğalgaz,Yok,Hayır,Eşyasız,527438
İzmir,Pendik,Dubleks,1+0,193,227,26-30,12,14,5,Var,Doğalgaz,Yok,Evet,Yarı Eşyalı,1400230
Kayseri,Arnavutköy,Dubleks,4+2,238,305,16-20,13,2,1,Yok,Kombi,Yok,Hayır,Yarı Eşyalı,1040021
Samsun,Eminönü,Villa,1+1,348,396,6-10,Bahçe Katı,1,4,Var,Doğalgaz,Kapalı Otopark,Hayır,Yarı Eşyalı,2529152
İzmir,Beşiktaş,Villa,3+1,467,533,16-20,Bahçe Katı,1,1,Yok,Merkezi,Açık Otopark,Evet,Eşyalı,4394471
Ankara,Bağcılar,Dubleks,3+1,216,248,11-15,9,17,4,Yok,Doğalgaz,Kapalı Otopark,Evet,Yarı Eşyalı,3433735
Mersin,Ataşehir,Dubleks,2+1,309,371,6-10,12,10,3,Var,Klima,Kapalı Otopark,Evet,Yarı Eşyalı,2263168
Konya,Zeytinburnu,Rezidans,5+2,148,171,30+,8,5,5,Yok,Soba,Açık Otopark,Evet,Eşyasız,457189
Samsun,Silivri,Villa,4+1,479,605,11-15,Bahçe Katı,2,3,Var,Doğalgaz,Var,Hayır,Eşyalı,2839652
Mersin,Merkez,Villa,1+1,221,261,6-10,Bahçe Katı,1,1,Yok,Merkezi,Kapalı Otopark,Hayır,Eşyasız,1255281
Samsun,Beyoğlu,Rezidans,4+1,165,188,11-15,15,6,3,Yok,Kombi,Var,Hayır,Eşyasız,693462
İstanbul,Beyoğlu,Dubleks,5+2,255,289,30+,11,10,4,Yok,Doğalgaz,Kapalı Otopark,Evet,Eşyasız,4958815
Bursa,Bağcılar,Dubleks,2+1,280,320,6-10,9,1,4,Yok,Soba,Kapalı Otopark,Evet,Eşyalı,1768061
Diyarbakır,Çatalca,Müstakil Ev,5+2,294,365,16-20,Bahçe Katı,1,3,Yok,Yerden Isıtma,Yok,Evet,Yarı Eşyalı,1809246
Şanlıurfa,Silivri,Tripleks,1+0,300,331,21-25,3,19,1,Yok,Kombi,Var,Hayır,Eşyalı,893196
İstanbul,Kartal,Müstakil Ev,1+0,193,239,26-30,Bahçe Katı,2,5,Var,Soba,Kapalı Otopark,Evet,Yarı Eşyalı,3910440
Adana,Bağcılar,Tripleks,1+0,266,304,11-15,5,15,4,Var,Yerden Isıtma,Yok,Evet,Yarı Eşyalı,963515
Diyarbakır,Bakırköy,Rezidans,5+1,129,148,0-5,12,19,1,Var,Soba,Yok,Hayır,Eşyalı,663736
Ankara,Üsküdar,Daire,3+1,105,133,6-10,10,13,3,Var,Soba,Var,Hayır,Eşyasız,516848
İstanbul,Kadıköy,Rezidans,4+1,102,120,21-25,1,17,3,Yok,Merkezi,Var,Hayır,Yarı Eşyalı,2021408
Kayseri,Fatih,Villa,5+2,234,264,0-5,Bahçe Katı,1,1,Var,Yerden Isıtma,Açık Otopark,Evet,Eşyasız,1984481
Bursa,Büyükçekmece,Villa,4+1,238,280,16-20,Bahçe Katı,2,3,Yok,Kombi,Açık Otopark,Evet,Yarı Eşyalı,3687013
Denizli,Üsküdar,Villa,5+2,251,323,11-15,Bahçe Katı,2,4,Var,Klima,Açık Otopark,Evet,Eşyasız,895440
Bursa,Fatih,Dubleks,3+1,195,222,11-15,1,19,5,Yok,Merkezi,Yok,Evet,Yarı Eşyalı,2107363
Ankara,Bahçelievler,Tripleks,5+2,196,227,21-25,12,8,2,Var,Soba,Var,Hayır,Yarı Eşyalı,1008643
Adana,Ataşehir,Rezidans,5+2,233,258,0-5,1,16,2,Yok,Kombi,Var,Evet,Yarı Eşyalı,1207309
Antalya,Ataşehir,Dubleks,2+1,151,192,16-20,9,1,5,Yok,Soba,Yok,Evet,Yarı Eşyalı,2272527
Mersin,Zeytinburnu,Müstakil Ev,5+2,245,311,6-10,Bahçe Katı,2,1,Yok,Klima,Açık Otopark,Hayır,Eşyasız,1855926
Gaziantep,Merkez,Daire,5+2,280,349,0-5,7,7,1,Var,Klima,Var,Hayır,Eşyasız,2609825
Denizli,Merkez,Rezidans,2+1,102,130,16-20,12,10,5,Yok,Soba,Açık Otopark,Hayır,Yarı Eşyalı,344953
Diyarbakır,Silivri,Daire,5+1,192,218,6-10,1,8,2,Yok,Yerden Isıtma,Yok,Hayır,Eşyalı,473871
Eskişehir,Pendik,Rezidans,5+1,163,179,6-10,10,17,3,Var,Merkezi,Kapalı Otopark,Hayır,Eşyasız,729547
Bursa,Kadıköy,Tripleks,5+1,336,406,0-5,6,15,1,Var,Doğalgaz,Yok,Evet,Yarı Eşyalı,3904987
Mersin,Arnavutköy,Rezidans,2+1,199,248,30+,3,5,2,Var,Yerden Isıtma,Var,Evet,Yarı Eşyalı,673917
İzmir,Pendik,Dubleks,4+2,306,356,11-15,12,7,1,Yok,Soba,Var,Evet,Eşyasız,2883444
Denizli,Pendik,Dubleks,5+2,165,184,21-25,15,2,1,Yok,Doğalgaz,Yok,Hayır,Eşyalı,636047
Mersin,Fatih,Müstakil Ev,1+0,191,217,0-5,Bahçe Katı,2,5,Yok,Klima,Açık Otopark,Evet,Eşyasız,2051118
Şanlıurfa,Çankaya,Villa,2+1,218,266,16-20,Bahçe Katı,2,2,Var,Soba,Açık Otopark,Evet,Eşyasız,677343
Eskişehir,Arnavutköy,Dubleks,2+1,285,330,16-20,9,15,3,Yok,Klima,Kapalı Otopark,Hayır,Eşyasız,1577993
Şanlıurfa,Kadıköy,Müstakil Ev,4+2,141,176,0-5,Bahçe Katı,2,5,Yok,Merkezi,Yok,Hayır,Yarı Eşyalı,409549
Diyarbakır,Bağcılar,Tripleks,5+2,304,341,30+,7,5,4,Yok,Kombi,Var,Hayır,Eşyalı,1423683
Adana,Beylikdüzü,Müstakil Ev,5+1,157,175,26-30,Bahçe Katı,2,5,Yok,Klima,Açık Otopark,Evet,Eşyasız,527681
Gaziantep,Beşiktaş,Tripleks,5+2,152,169,6-10,6,9,1,Yok,Yerden Isıtma,Yok,Hayır,Eşyalı,509037
Mersin,Beylikdüzü,Daire,3+1,116,148,0-5,9,11,3,Var,Soba,Açık Otopark,Hayır,Eşyasız,695439
İstanbul,Büyükçekmece,Dubleks,5+1,288,369,6-10,14,15,4,Var,Doğalgaz,Kapalı Otopark,Evet,Eşyalı,10587642
Kayseri,Eminönü,Daire,4+1,196,223,11-15,6,10,5,Yok,Merkezi,Kapalı Otopark,Evet,Eşyalı,770004
Konya,Küçükçekmece,Villa,5+1,439,491,6-10,Bahçe Katı,1,2,Yok,Klima,Yok,Hayır,Eşyasız,4137917
Eskişehir,Zeytinburnu,Tripleks,4+2,203,233,6-10,8,15,3,Var,Soba,Kapalı Otopark,Evet,Eşyasız,1566736
Eskişehir,Merkez,Dubleks,4+2,246,300,21-25,2,19,5,Var,Soba,Kapalı Otopark,Hayır,Eşyalı,975874
Eskişehir,Maltepe,Daire,1+0,73,86,26-30,6,18,2,Yok,Doğalgaz,Yok,Hayır,Yarı Eşyalı,315729
Eskişehir,Silivri,Tripleks,1+1,187,207,21-25,15,16,4,Yok,Doğalgaz,Yok,Hayır,Yarı Eşyalı,714834
Adana,Bahçelievler,Tripleks,1+1,306,379,11-15,3,10,2,Yok,Merkezi,Kapalı Otopark,Hayır,Yarı Eşyalı,1696105
Antalya,Zeytinburnu,Rezidans,2+1,120,133,6-10,1,8,2,Var,Kombi,Açık Otopark,Evet,Eşyasız,1275919
Samsun,Zeytinburnu,Müstakil Ev,1+1,217,247,21-25,Bahçe Katı,1,2,Yok,Yerden Isıtma,Yok,Hayır,Eşyasız,1332985
Bursa,Beşiktaş,Villa,1+1,223,249,26-30,Bahçe Katı,1,4,Yok,Yerden Isıtma,Açık Otopark,Hayır,Eşyalı,1460686
Ankara,Eminönü,Müstakil Ev,4+1,201,238,21-25,Bahçe Katı,3,5,Yok,Klima,Kapalı Otopark,Hayır,Eşyalı,1699244
Eskişehir,Bakırköy,Daire,4+1,196,246,6-10,3,10,3,Var,Yerden Isıtma,Açık Otopark,Hayır,Yarı Eşyalı,527484
Antalya,Bağcılar,Rezidans,1+1,164,182,0-5,15,4,2,Var,Klima,Yok,Evet,Eşyasız,1645618
Konya,Şişli,Tripleks,3+1,337,434,11-15,8,18,3,Var,Merkezi,Açık Otopark,Evet,Eşyasız,2457698
Gaziantep,Arnavutköy,Daire,5+2,189,219,21-25,4,19,4,Var,Merkezi,Yok,Evet,Yarı Eşyalı,958001
Antalya,Bahçelievler,Villa,4+2,366,426,11-15,Bahçe Katı,3,2,Var,Soba,Var,Evet,Eşyasız,6961668
İstanbul,Pendik,Rezidans,4+1,160,204,26-30,8,18,5,Yok,Merkezi,Yok,Evet,Yarı Eşyalı,1734517
Denizli,Beylikdüzü,Daire,5+2,254,302,11-15,7,17,5,Yok,Doğalgaz,Kapalı Otopark,Hayır,Eşyasız,958288
İstanbul,Beylikdüzü,Rezidans,2+1,243,312,0-5,2,7,4,Var,Kombi,Açık Otopark,Hayır,Yarı Eşyalı,8184314
Gaziantep,Kadıköy,Daire,2+1,97,113,6-10,1,10,5,Var,Kombi,Açık Otopark,Evet,Yarı Eşyalı,691618
Şanlıurfa,Fatih,Dubleks,1+1,296,377,11-15,2,8,5,Yok,Klima,Var,Hayır,Eşyasız,937478
Ankara,Merkez,Tripleks,5+2,157,202,30+,7,3,4,Var,Yerden Isıtma,Açık Otopark,Evet,Eşyasız,699774
Konya,Bahçelievler,Villa,3+1,361,446,26-30,Bahçe Katı,2,5,Var,Yerden Isıtma,Kapalı Otopark,Evet,Eşyasız,1244889
Şanlıurfa,Beylikdüzü,Müstakil Ev,3+1,196,242,16-20,Bahçe Katı,3,4,Yok,Kombi,Açık Otopark,Evet,Eşyasız,482935
Gaziantep,Üsküdar,Rezidans,4+2,177,197,16-20,9,14,3,Var,Doğalgaz,Var,Hayır,Eşyasız,1098207
Antalya,Bahçelievler,Dubleks,5+1,213,253,16-20,2,11,2,Yok,Yerden Isıtma,Yok,Evet,Eşyasız,2613011
Şanlıurfa,Bağcılar,Villa,2+1,237,281,21-25,Bahçe Katı,3,5,Yok,Yerden Isıtma,Yok,Hayır,Eşyasız,881109
Antalya,Ataşehir,Müstakil Ev,4+2,222,255,11-15,Bahçe Katı,2,2,Var,Kombi,Açık Otopark,Evet,Eşyasız,4478704
Bursa,Avcılar,Müstakil Ev,2+1,121,136,30+,Bahçe Katı,3,4,Var,Merkezi,Kapalı Otopark,Evet,Eşyasız,437489
Samsun,Çankaya,Villa,4+2,381,438,6-10,Bahçe Katı,1,4,Yok,Klima,Var,Evet,Yarı Eşyalı,2707069
Eskişehir,Bakırköy,Rezidans,2+1,149,182,6-10,10,6,5,Yok,Soba,Açık Otopark,Hayır,Yarı Eşyalı,982304
İzmir,Zeytinburnu,Villa,3+1,315,408,0-5,Bahçe Katı,2,4,Yok,Kombi,Açık Otopark,Hayır,Yarı Eşyalı,4891763
Adana,Çankaya,Daire,1+1,79,88,16-20,2,6,5,Var,Soba,Kapalı Otopark,Hayır,Eşyasız,190550
Denizli,Bahçelievler,Tripleks,1+0,316,395,16-20,4,15,1,Yok,Merkezi,Kapalı Otopark,Hayır,Yarı Eşyalı,1295629
Konya,Silivri,Dubleks,1+0,303,347,30+,3,2,2,Var,Yerden Isıtma,Açık Otopark,Evet,Yarı Eşyalı,1292991
Şanlıurfa,Maltepe,Müstakil Ev,4+1,244,301,16-20,Bahçe Katı,3,2,Yok,Doğalgaz,Yok,Hayır,Eşyasız,450273
Samsun,Bahçelievler,Rezidans,2+1,80,100,0-5,5,13,4,Var,Klima,Var,Hayır,Yarı Eşyalı,660182
Samsun,Pendik,Daire,4+2,199,223,21-25,5,3,1,Var,Kombi,Açık Otopark,Evet,Eşyalı,663234
İstanbul,Pendik,Dubleks,4+2,318,405,21-25,3,6,1,Var,Klima,Kapalı Otopark,Evet,Eşyalı,5400558
İstanbul,Kadıköy,Daire,5+2,244,296,11-15,9,17,4,Var,Doğalgaz,Yok,Evet,Eşyasız,5142712
Antalya,Zeytinburnu,Tripleks,1+0,304,336,21-25,7,4,5,Var,Soba,Yok,Hayır,Eşyalı,4404738
Eskişehir,Kartal,Tripleks,5+2,209,247,16-20,5,18,5,Var,Klima,Var,Hayır,Eşyasız,1694282
Şanlıurfa,Eminönü,Villa,4+1,435,532,21-25,Bahçe Katı,1,5,Var,Yerden Isıtma,Var,Hayır,Yarı Eşyalı,2331523
İstanbul,Şişli,Tripleks,5+2,341,383,16-20,12,19,5,Var,Doğalgaz,Yok,Hayır,Eşyasız,3906967
Bursa,Bakırköy,Villa,4+1,383,425,21-25,Bahçe Katı,2,2,Yok,Klima,Açık Otopark,Hayır,Eşyalı,4128534
Konya,Beylikdüzü,Rezidans,1+1,138,179,6-10,9,16,4,Yok,Klima,Açık Otopark,Evet,Eşyalı,1036457
Gaziantep,Çankaya,Müstakil Ev,5+1,130,159,16-20,Bahçe Katı,3,3,Yok,Klima,Yok,Hayır,Yarı Eşyalı,769162
Denizli,Kadıköy,Tripleks,4+2,328,374,0-5,9,16,2,Var,Doğalgaz,Yok,Hayır,Eşyalı,1537663
Eskişehir,Maltepe,Müstakil Ev,3+1,241,285,6-10,Bahçe Katı,2,5,Yok,Klima,Yok,Evet,Yarı Eşyalı,1551464
Bursa,Eminönü,Tripleks,5+1,292,345,26-30,7,13,2,Yok,Yerden Isıtma,Var,Evet,Eşyalı,1351504
Bursa,Bağcılar,Müstakil Ev,4+1,209,240,16-20,Bahçe Katı,1,3,Var,Soba,Yok,Hayır,Yarı Eşyalı,2541550
Denizli,Zeytinburnu,Villa,2+1,484,586,0-5,Bahçe Katı,2,3,Var,Merkezi,Var,Evet,Eşyasız,5805013
Bursa,Zeytinburnu,Dubleks,3+1,333,386,21-25,1,18,2,Yok,Yerden Isıtma,Yok,Evet,Eşyasız,1871169
İzmir,Merkez,Rezidans,4+2,118,137,21-25,3,4,3,Var,Doğalgaz,Var,Hayır,Eşyalı,1221201
Mersin,Silivri,Dubleks,5+1,204,228,26-30,12,20,4,Yok,Klima,Var,Hayır,Eşyasız,983043
Diyarbakır,Çatalca,Villa,5+1,411,518,21-25,Bahçe Katı,1,5,Var,Yerden Isıtma,Var,Hayır,Eşyalı,1557750
Şanlıurfa,Üsküdar,Müstakil Ev,4+1,162,205,26-30,Bahçe Katı,2,4,Var,Merkezi,Açık Otopark,Evet,Eşyasız,591400
Mersin,Fatih,Daire,1+1,45,54,0-5,5,17,2,Var,Soba,Yok,Evet,Eşyasız,471552
İzmir,Çatalca,Daire,3+1,123,158,11-15,4,13,4,Yok,Soba,Yok,Evet,Yarı Eşyalı,1395567
Mersin,Eminönü,Villa,5+1,406,517,16-20,Bahçe Katı,1,3,Var,Yerden Isıtma,Var,Hayır,Yarı Eşyalı,2379313
İzmir,Bakırköy,Tripleks,5+1,325,363,11-15,12,2,3,Yok,Yerden Isıtma,Kapalı Otopark,Evet,Yarı Eşyalı,3189397
Ankara,Beşiktaş,Rezidans,1+1,131,163,11-15,12,4,1,Yok,Soba,Kapalı Otopark,Evet,Yarı Eşyalı,827111
Adana,Avcılar,Rezidans,4+1,113,124,11-15,13,3,1,Yok,Soba,Kapalı Otopark,Evet,Eşyasız,502414
Antalya,Çatalca,Müstakil Ev,4+2,144,183,21-25,Bahçe Katı,2,1,Var,Yerden Isıtma,Var,Hayır,Yarı Eşyalı,1600110
İstanbul,Avcılar,Daire,5+1,270,337,16-20,5,9,1,Var,Doğalgaz,Kapalı Otopark,Hayır,Eşyasız,4815644
Mersin,Bahçelievler,Daire,1+1,66,73,11-15,13,1,5,Var,Merkezi,Var,Evet,Eşyasız,393896
Diyarbakır,Maltepe,Rezidans,2+1,138,156,26-30,14,4,3,Var,Kombi,Kapalı Otopark,Evet,Eşyalı,604789
Adana,Üsküdar,Tripleks,4+1,166,190,0-5,14,12,2,Var,Yerden Isıtma,Açık Otopark,Evet,Eşyalı,1864990
Denizli,Bağcılar,Dubleks,1+1,350,385,6-10,9,14,1,Var,Merkezi,Yok,Hayır,Eşyasız,1129737
Ankara,Beyoğlu,Daire,5+1,234,260,0-5,8,5,2,Var,Merkezi,Açık Otopark,Evet,Eşyalı,3502330
Eskişehir,Fatih,Müstakil Ev,4+1,149,177,16-20,Bahçe Katı,3,1,Var,Klima,Kapalı Otopark,Hayır,Eşyalı,823626
Adana,Pendik,Müstakil Ev,3+1,178,225,6-10,Bahçe Katı,3,2,Var,Kombi,Var,Hayır,Eşyasız,1926735
Konya,Bağcılar,Villa,4+1,218,259,0-5,Bahçe Katı,3,5,Var,Klima,Açık Otopark,Evet,Yarı Eşyalı,2295735
Kayseri,Merkez,Daire,4+2,162,200,21-25,2,6,2,Yok,Doğalgaz,Kapalı Otopark,Hayır,Eşyasız,259396
İzmir,Avcılar,Dubleks,2+1,243,293,26-30,9,11,4,Yok,Soba,Yok,Hayır,Yarı Eşyalı,2175783
Ankara,Şişli,Tripleks,5+1,288,364,26-30,15,1,2,Var,Kombi,Kapalı Otopark,Evet,Eşyalı,1814090
Samsun,Zeytinburnu,Rezidans,4+2,167,188,6-10,5,15,3,Yok,Yerden Isıtma,Var,Hayır,Yarı Eşyalı,604671
Samsun,Kartal,Daire,1+1,79,98,0-5,4,15,4,Var,Soba,Açık Otopark,Evet,Yarı Eşyalı,695866
Bursa,Bahçelievler,Dubleks,4+1,249,307,16-20,14,20,1,Var,Soba,Var,Evet,Eşyalı,1724783
Eskişehir,Kadıköy,Müstakil Ev,1+1,276,313,26-30,Bahçe Katı,1,2,Yok,Soba,Yok,Hayır,Eşyasız,1540897
Samsun,Eminönü,Villa,1+1,455,577,6-10,Bahçe Katı,1,4,Yok,Klima,Yok,Evet,Eşyasız,2861790
Ankara,Zeytinburnu,Daire,1+0,71,81,0-5,12,7,1,Yok,Klima,Açık Otopark,Evet,Eşyasız,768334
Adana,Eminönü,Villa,3+1,305,337,30+,Bahçe Katı,2,3,Var,Merkezi,Kapalı Otopark,Evet,Eşyasız,1295140
Denizli,Merkez,Tripleks,3+1,252,308,6-10,7,20,3,Var,Soba,Var,Evet,Eşyasız,1751722
Bursa,Çatalca,Villa,3+1,458,526,0-5,Bahçe Katı,1,1,Var,Merkezi,Açık Otopark,Evet,Eşyalı,9320160
İstanbul,Merkez,Daire,1+1,77,85,16-20,7,9,2,Yok,Doğalgaz,Var,Hayır,Yarı Eşyalı,1509771
İzmir,Çankaya,Tripleks,1+1,298,329,26-30,8,15,4,Var,Kombi,Kapalı Otopark,Evet,Eşyasız,4402998
Adana,Silivri,Tripleks,1+0,299,334,21-25,7,5,2,Var,Kombi,Kapalı Otopark,Hayır,Eşyasız,1489617
Konya,Pendik,Tripleks,4+2,348,430,26-30,2,12,3,Var,Merkezi,Açık Otopark,Evet,Eşyalı,1467247
Antalya,Beşiktaş,Villa,1+0,463,586,26-30,Bahçe Katı,1,2,Yok,Soba,Yok,Evet,Yarı Eşyalı,8988299
Eskişehir,Arnavutköy,Tripleks,3+1,170,203,16-20,11,3,2,Yok,Soba,Kapalı Otopark,Evet,Eşyalı,1196712
İzmir,Şişli,Rezidans,3+1,209,260,21-25,7,1,5,Var,Kombi,Açık Otopark,Evet,Eşyasız,1023983
Antalya,Merkez,Müstakil Ev,5+2,191,217,26-30,Bahçe Katı,3,1,Var,Klima,Var,Hayır,Eşyasız,2718312
Adana,Maltepe,Rezidans,1+1,157,190,0-5,1,4,2,Var,Merkezi,Var,Evet,Yarı Eşyalı,1257919
Bursa,Üsküdar,Tripleks,4+1,242,284,26-30,11,17,1,Var,Klima,Açık Otopark,Evet,Eşyasız,2386231
Denizli,Merkez,Müstakil Ev,5+1,262,327,11-15,Bahçe Katı,2,4,Var,Doğalgaz,Yok,Hayır,Yarı Eşyalı,1493232
Adana,Kartal,Tripleks,5+1,295,331,21-25,12,4,2,Var,Soba,Var,Hayır,Eşyalı,906882
Konya,Maltepe,Dubleks,4+1,307,376,6-10,11,19,1,Var,Merkezi,Var,Hayır,Yarı Eşyalı,1905906
Mersin,Maltepe,Tripleks,1+0,199,246,6-10,2,14,2,Var,Merkezi,Açık Otopark,Hayır,Yarı Eşyalı,864307
İstanbul,Üsküdar,Müstakil Ev,2+1,175,212,0-5,Bahçe Katı,1,5,Var,Klima,Kapalı Otopark,Hayır,Yarı Eşyalı,2954987
Eskişehir,Maltepe,Tripleks,5+1,254,328,0-5,12,13,3,Yok,Klima,Açık Otopark,Evet,Eşyalı,2856292
